pathway	M100	M101	M102	M103	M104	M105	M106	M107	M108	M109	M10	M110	M111	M113	M114	M116	M117	M11	M12	M13	M14	M15	M16	M17	M18	M19	M1	M20	M21	M22	M23	M24	M25	M26	M27	M28	M29	M2	M30	M31	M32	M33	M34	M35	M36	M37	M38	M39	M3	M40	M41	M42	M43	M44	M45	M46	M47	M48	M49	M4	M50	M51	M52	M53	M54	M55	M56	M57	M58	M59	M5	M60	M61	M62	M63	M64	M65	M66	M67	M68	M69	M6	M70	M71	M72	M73	M74	M75	M76	M77	M78	M79	M7	M80	M81	M82	M83	M84	M85	M86	M87	M88	M89	M8	M90	M91	M92	M93	M94	M95	M96	M97	M98	M99	M9
P562-PWY	60.4263	43.2526	675.4291	453.6702	146.5026	561.3678	987.7491	474.7503	177.9994	550.8031	392.4359	202.3904	2101.3914	108.4165	263.2751	234.1098	94.3978	172.2072	165.7035	73.4529	208.0483	454.7773	322.3986	89.1681	414.2008	122.8304	279.1528	349.7193	0.7028	115.2586	322.7352	100.4429	80.5712	86.6839	53.3271	435.1059	60.4574	160.3028	0.0	117.5814	233.7138	148.3186	111.7234	55.2849	89.8069	515.0126	300.9366	474.3298	199.1102	643.6271	33.1409	58.6796	134.3834	72.1935	248.353	49.0312	290.6168	242.0373	200.3426	137.3327	157.6588	246.9337	121.888	318.7727	98.4026	967.3093	1530.394	184.4101	248.2499	93.7017	165.2385	1697.5661	105.679	346.4698	100.3732	631.4737	138.8464	191.4784	266.1254	153.4754	135.2772	241.7543	813.7374	626.5487	181.8299	338.9754	171.3118	491.4588	692.397	58.1751	550.743	589.327	72.9422	412.1157	928.79	1251.3654	323.9925	770.662	774.892	559.4054	1239.6403	643.7591	544.9632	169.1163	421.1357	272.0135	585.8266	267.2104	180.3293	553.162	163.2242	293.4042	121.6549	159.2723	91.4655
PANTO-PWY	5492.5786	7355.8248	33610.275	23786.2799	18625.5629	33691.2622	42842.5346	47709.5572	22563.4001	30504.2175	24974.5651	32362.5703	21772.8999	14539.6093	20288.6046	35682.0477	21230.0589	36184.1211	20300.9893	14178.7732	14721.8319	24566.4901	62582.235	14490.584	25422.6607	13345.975	21901.0065	36685.0474	1458.0844	27394.2548	31470.116	27324.5676	6577.7818	13383.5503	11145.9878	26650.1453	9899.3016	14673.0414	421.3927	9287.2898	21969.5935	18418.1374	14718.028	11681.2526	7066.9315	25934.219	21008.6975	28430.9647	24080.2252	27703.3876	6502.0165	14223.8242	10962.2533	10132.0871	24857.4503	7040.3331	19722.0299	24359.5774	10457.6817	15897.7957	17518.4093	24926.8435	12662.7184	34029.385	8605.792	61909.3399	87020.0142	15317.7246	22949.9242	16370.595	9695.5839	8452.3448	16428.5012	12996.4989	13032.3451	60693.0898	18116.4941	13881.6297	24091.4734	12736.0576	20975.7749	19764.1036	39516.9526	77067.1707	20742.4709	58566.9982	19045.6485	40881.2905	49670.6202	21581.8997	62803.1503	64949.9917	21019.9572	98993.0917	58183.4592	83388.128	75906.7281	29143.4301	106546.9695	70921.9653	64773.0113	88579.7621	28033.8186	78284.9961	30082.224	33119.1118	30282.053	24457.1804	19638.9727	32115.7745	34672.869	18844.6705	15231.4735	18293.8884	17480.9709
PANTOSYN-PWY	6291.8453	8509.129	38248.1691	27967.377	21185.1323	43032.776	51306.676	54391.1313	26118.6919	36993.7786	28672.3896	37855.7807	25935.3276	17220.0468	23622.797	40076.1499	24360.5663	41059.1898	23768.9852	16166.8396	17168.9038	27534.7979	70242.2494	16833.0764	29454.5992	15417.4211	25609.6236	43289.0243	1477.8185	31112.0853	36713.1967	30292.8392	7960.866	15749.5381	12814.5474	31212.5008	11241.2822	16526.9002	439.7571	10828.8233	26366.9586	21665.2122	16993.9683	13393.6305	8162.1722	30151.9997	24143.7047	33181.1115	27251.8271	32479.4736	7563.009	16391.2782	12937.7841	11837.9314	29228.6868	8384.4154	23477.1914	28118.8983	12226.6305	18203.1914	20365.0654	27512.7789	15504.3938	39682.5698	9258.477	71631.4715	100825.1904	18228.5021	26212.9831	18876.8925	11238.0222	9306.7075	19013.735	14998.4096	14674.1128	70107.7635	21414.0864	16289.5748	28253.9604	14791.1735	23805.25	23313.1512	48141.0204	90847.3891	23768.6411	66374.2085	21353.4982	45726.9573	57902.6055	24705.2408	72529.2688	75524.4608	24162.0818	110801.6488	66513.3679	93510.4385	86045.1633	35305.992	121283.1689	79577.7846	74293.4462	101336.326	32884.4428	91394.6111	36256.5113	38495.2725	35745.9392	28068.8065	23756.7388	38930.8661	40185.8452	22282.5095	17707.4841	20843.4807	20566.199
PENTOSE-P-PWY	3861.4027	5212.7677	21287.7247	15760.8178	10439.4336	25843.5678	25800.7116	31555.6862	16129.4078	17798.7335	17531.5247	26973.9594	18287.8273	8454.5342	13738.5686	24687.7973	17927.6867	22627.0573	12842.8983	9375.5123	7580.0037	16813.3242	40334.064	7685.869	14273.1605	7415.6478	11968.0648	23161.6601	929.8302	17946.6404	16518.2501	21545.809	6494.4793	11366.2966	6322.1454	15118.6148	7453.6792	10075.4619	146.2263	6043.3307	15086.8345	9442.3262	10822.477	8507.4207	3820.2471	21851.7421	17058.0187	16374.5444	16528.4453	17035.3519	3488.993	9732.0664	8086.4194	7202.1083	17150.5411	4856.1687	17226.6198	18080.0067	10433.5241	11388.1561	11274.4521	22541.1063	14345.6845	29980.5581	8326.4719	54384.1681	71675.543	10871.1884	19718.6177	11189.5402	5792.2417	6753.6654	10919.2704	11601.7008	10463.8496	48851.5323	16758.5794	9663.8286	15848.9867	8916.5148	13782.4372	10346.3844	35607.6787	73519.9918	14079.983	38342.4387	14470.4602	22822.4422	33121.7632	14321.248	33844.8837	39768.8913	14054.9227	73472.685	44885.9105	58997.4191	63785.8818	27957.0262	69917.9274	51368.3017	37961.385	71674.2517	17272.8669	50504.3134	28458.5403	25109.7915	22165.6645	17137.0098	9219.7226	37422.2866	21976.7778	14714.8196	11315.4488	11673.2849	9081.1881
PEPTIDOGLYCANSYN-PWY	9961.8893	13165.5359	56654.3212	46381.3027	31549.2055	122582.8899	100280.011	84915.9964	44888.3358	74550.2086	45289.1303	64483.1297	44579.8147	29985.0293	39203.6214	56698.8444	39807.7131	57236.1296	37998.5995	23768.0253	26901.3004	38126.8469	99660.0059	26722.4676	43656.1516	22706.3106	44274.8633	68631.0599	1591.0777	44610.1579	60390.1538	38345.8555	14787.9378	25644.7958	19521.6928	51880.9186	16559.5386	23448.591	512.9959	17961.8301	48445.8438	37760.1336	26747.8112	20905.6178	12738.8533	45804.1223	40627.8592	52335.9253	39130.1082	54143.3518	12128.2428	26949.241	22686.351	20532.5902	46758.5233	14966.4491	40361.9988	40230.8592	20400.8558	27343.7702	31176.6365	38596.5858	29999.1168	61587.9122	12548.4155	103021.3863	143690.3707	35012.2835	39416.1186	29554.6874	16419.1641	12713.0882	29259.3183	23620.8896	21303.7173	103857.3142	37572.1161	26153.8613	47690.9473	23500.1684	35602.8455	39513.7711	90690.3295	142220.2562	36092.1745	96193.2108	28955.0613	61334.7657	84252.5964	37804.0805	116002.7699	117031.3742	35904.5621	151669.4407	92972.6962	126625.7677	119605.9334	68586.9218	182956.295	114152.5887	115454.2263	152296.5965	55774.1088	162318.4863	66030.0874	63501.7527	57946.2712	44336.0081	44533.4571	71456.0153	57831.8168	38653.8288	29083.3752	31643.6295	35033.4743
PHOSLIPSYN-PWY	10495.7728	13625.3176	58559.6324	50392.6002	34217.788	141688.7855	112298.8568	89014.6393	48384.115	82547.3962	47490.8183	69429.941	47709.089	32183.7634	41365.3431	57838.5721	42145.0268	56928.086	39987.0833	24703.5062	27959.5735	38333.2471	103084.4626	29052.2806	45730.1231	23696.9385	48027.3734	74461.4775	1739.1368	46402.2576	65377.0012	37273.9219	16009.2512	26849.9805	20557.5073	55186.9057	17190.0061	23659.3577	549.9398	19255.7522	51965.6289	41759.1814	27565.8463	22042.409	13916.085	46366.0418	43376.9274	55650.0771	39696.1371	57738.445	12992.2025	27763.2467	24078.0607	22472.1805	49122.2447	16319.9961	43333.2832	40535.9958	21516.2766	28391.2043	33171.6141	38989.1972	31934.1407	62525.0	12094.8509	102438.2713	139349.4039	37645.8018	39986.5061	31265.7286	16279.1674	14262.6855	30714.0177	24121.3769	21482.843	104594.8675	40406.2301	27181.9622	51148.4349	24765.1804	37022.2224	42496.8026	98518.429	145645.9762	37290.7607	98730.7594	29148.874	61793.0605	84453.8555	39550.8266	120493.3508	119472.5679	36986.6495	151433.3243	90417.5786	124149.6515	119995.1974	74447.6413	188575.0124	121290.5539	121053.6701	152080.8789	59715.4363	166359.6947	69761.966	67754.5011	61288.0299	47187.6899	48926.1081	76332.648	55737.4027	40955.9932	30670.464	33572.9252	37735.4116
POLYAMINSYN3-PWY	153.5251	311.4025	2123.71	1474.0034	515.9878	5548.2235	1884.8896	1447.5241	666.1089	654.9337	1067.6999	542.3857	700.9981	263.6505	582.4243	831.5149	478.6752	978.2053	1508.6869	310.4949	386.395	660.4733	652.618	357.9872	1550.0666	412.2045	439.4505	1000.6234	7.1535	292.0524	1134.8389	671.5166	969.561	1295.8171	320.4275	2300.6348	481.6034	583.1227	54.5803	652.5486	569.6133	1295.7526	886.808	1470.823	261.1691	1970.9525	1272.1183	1151.2578	264.2075	1718.8049	192.869	704.6453	704.8128	573.3205	1560.1314	380.7016	1399.0124	2150.2355	1238.2369	319.0423	1543.2632	1590.7557	2103.9072	4653.9195	568.8384	4017.097	6203.2923	1800.2528	917.4406	435.5563	104.1864	1819.0114	502.4498	1179.7273	410.6383	6230.9664	2480.2742	1251.216	1072.8824	653.9914	1494.3784	651.7016	2743.384	6999.886	858.6207	1636.3467	669.7545	978.0088	2271.0083	523.1736	2688.7469	3854.2914	864.541	3199.244	4043.342	2900.343	9615.4412	5531.2108	8262.5825	1852.0318	6350.3272	6204.892	941.1162	730.6062	3629.2271	2561.3148	1228.1024	1630.1043	430.5574	3800.0302	2103.2308	2364.6961	621.6384	438.478	324.1069
POLYAMSYN-PWY	712.0843	958.5774	5689.252	4280.935	3736.5448	7043.6439	5203.1525	8866.3272	4911.5635	5657.365	3066.9335	5852.4303	4878.9428	2360.5642	2291.1772	6074.4215	3501.6284	3117.984	2732.899	1586.1174	1855.2695	2903.6725	8642.546	1596.6906	3093.8798	1887.7112	5010.7274	2845.5755	21.2286	2569.9655	4368.2893	2088.7726	1659.3842	2396.4176	1417.226	4480.3939	1196.9689	1692.5849	58.9217	1344.5084	4887.4718	3119.122	1973.1513	2182.6659	1368.6506	3519.5786	3070.223	3861.9402	3225.8973	5491.9798	1149.5814	2319.0188	1844.4898	1636.7469	2249.1651	1151.0871	3819.4067	3501.7653	2485.3793	1534.9367	2481.6924	4102.1688	3328.7203	5534.282	665.959	6710.7847	9899.0683	3133.467	2741.4376	2890.6259	976.613	2483.3162	1606.1773	2883.1957	1772.7075	9787.3061	3250.9427	1591.5346	4258.2464	1919.6378	2788.4885	3649.111	7564.4754	12738.3942	2763.2844	6935.3732	1895.5682	6833.4194	5709.7636	3224.4364	7755.6214	7314.9088	3054.7073	10716.6248	6434.1891	9881.9366	10408.7374	5930.4495	13632.3701	7360.6026	7689.4799	9738.0395	4239.4859	12732.2075	6457.8481	5148.819	3786.4148	3236.5969	3364.7978	6034.4425	4908.4344	3995.3708	2144.1626	2514.0086	3191.2918
POLYISOPRENSYN-PWY	5889.5524	8272.1318	35164.2285	22997.2789	16575.0719	14851.7292	34580.2491	49307.3916	21681.5784	30358.3596	27792.4607	30507.0655	24164.4551	15482.2559	23459.0231	35714.8525	22465.1665	40948.1893	22064.0873	15661.457	17444.0548	25422.1807	61749.5181	13688.3879	28521.3114	15161.5162	21648.138	39746.2639	1128.5011	26922.7627	31659.2634	31057.5301	7170.7632	14635.4202	11200.0922	29131.4634	10599.8913	16115.7469	214.7662	9230.7224	24433.222	16320.8548	16715.5568	11838.3548	6196.1663	30545.8991	21954.6121	30311.4098	26135.5948	29908.5848	6267.1917	15790.8435	12218.1792	9919.9105	28379.3935	6639.7192	21093.9071	27761.4708	11333.6986	17468.2758	19098.5605	26292.8591	13372.4764	39445.0547	9286.0887	71708.9365	104511.5712	16795.691	26201.9988	17025.4713	11606.2297	9168.3353	17449.8278	15345.6482	14372.8891	70866.2779	19986.4519	15865.8858	25973.9661	13841.8904	23310.0441	21138.4775	42577.1902	89566.0806	22292.6114	64603.9361	20359.0843	42259.2603	58840.8335	23962.5344	71686.9175	73198.8337	23507.053	107763.8414	68426.9738	92564.4033	82478.5918	30218.2145	120420.1943	63441.3131	68161.8	98258.4751	30112.4389	91929.051	33355.7384	35644.2493	34194.431	24121.2906	18181.1169	32225.118	41451.4453	19481.296	17379.8703	18763.4511	19314.4927
PPGPPMET-PWY	0.0	8.1223	336.372	94.6966	5.4245	115.7813	119.7348	348.9817	179.6423	91.4953	129.7953	17.4977	14.5727	21.6669	420.0607	46.6519	36.6563	140.747	20.8189	84.8344	79.0461	21.1178	39.166	92.3423	666.7423	2.4999	5.8246	320.5156	1018.4891	5.8245	161.4636	46.6416	93.877	14.7955	111.3077	121.5064	3.3247	0.0	0.0	39.9519	85.7436	19.9948	143.77	1.6749	6.873	2142.6903	77.4243	209.5583	6.6743	430.7613	2.4997	19.9925	4.9994	43.2803	14.9976	1.6749	436.7001	64.1189	724.5572	18.4431	85.6972	524.6298	72.4114	134.312	91.6388	1250.7345	781.2619	60.0709	8.6241	18.3191	15.4172	2515.547	3.3248	103.5029	4.1745	121.5251	56.633	7.4989	66.0049	3.3248	79.8965	47.4693	916.6205	207.6436	14.1718	107.4306	26.6611	152.284	30.9439	11.6731	245.1379	25.622	12.4977	183.1028	115.7472	67.4792	124.0998	7.4996	667.058	58.609	209.8077	437.6316	103.3506	179.8627	491.5827	395.3315	7.4995	63.2788	8.3243	676.6588	4.1748	49.9662	199.2368	370.2432	18.3202
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	0.0	6.4408	290.9355	39.2319	2.9496	5.9146	76.621	21.1982	9.3499	2.4387	41.0549	0.0	0.0	0.0	7.9054	0.0	5.714	19.6797	0.0	43.5994	0.0	6.2186	3.0	0.0	245.4063	0.0	0.0	106.7846	0.0	0.0	4.6153	0.0	10.756	0.9986	0.0	51.748	0.0	0.0	0.0	11.7915	1.9794	15.8386	1.9622	0.0	3.9482	284.0022	0.0	120.7016	0.0	70.3056	0.0	0.0	0.0	11.4264	0.0	0.0	3.5999	28.4028	19.0059	1.4855	0.0	0.0	33.9356	29.1248	0.192	389.1457	6.5846	65.719	0.4765	0.0	0.8	1234.0072	0.0	5.9104	0.0	66.1685	1.7777	0.0	0.9643	0.0	7.1574	8.8882	249.0201	89.6489	3.9874	0.0	1.6	0.0	14.5193	7.9557	5.5262	27.8826	0.0	2.4664	0.0	0.0	0.0	0.0	23.6954	4.4501	1.9918	262.812	1.5157	7.7418	178.7449	216.3141	0.0	23.4543	0.0	276.0328	0.0	0.0	127.4481	22.6736	5.8484
PRPP-PWY	3515.7771	5027.8364	22960.6388	16304.6093	9805.8625	6827.2154	23252.4162	28452.4666	13882.7737	15608.1999	16533.6102	15941.9911	19699.048	7344.1853	14120.5538	21607.211	13391.9785	23432.86	11197.114	9176.8366	7497.5318	15071.8851	34956.4435	5557.238	15070.9393	9628.6565	11744.9886	20591.4101	1418.024	14024.1442	16306.3021	21254.2215	5447.1644	8875.2211	6567.7114	20672.8559	7086.0699	10056.76	180.4005	7241.5648	14957.7653	10211.3822	10929.3042	7452.7501	4195.965	26297.0297	14002.7497	18868.1488	16234.8876	18609.7289	3557.8841	10947.0914	6841.899	5923.4328	17798.2017	4010.5684	13860.6845	21737.1751	9774.6104	9621.6205	13764.1525	15886.8489	14808.8526	25835.9828	6942.4136	55055.0091	65554.621	9734.8385	18866.0636	10826.9688	6700.7967	8682.8418	10869.9916	12627.2057	9235.3057	55372.8576	13381.0192	9648.9638	17023.8632	8241.3715	15868.0255	10718.4852	35107.2972	75046.1401	12147.0073	31253.6911	12586.9827	25246.3126	32839.3317	14259.0885	36992.1033	42391.2328	15094.0616	72465.4797	46478.7785	60347.0925	54119.5153	20265.9869	85294.0434	34346.1355	50426.0902	60523.8982	18106.1998	42377.7809	28886.4412	22760.0052	17775.3276	16315.6122	8871.4049	27836.0081	27001.1895	13205.2054	10928.264	13041.3552	9706.2221
PWY-1269	3004.7932	4297.918	18803.0616	10318.6167	7665.6142	3345.9772	12852.2889	24304.8515	10212.3777	11901.7691	14263.7771	13196.5824	11434.6104	6979.7768	11630.3048	19490.8827	10808.1442	24419.194	10800.9505	8656.296	9209.1947	14251.8614	32211.2349	6005.7004	15172.6046	8505.4897	9396.8266	19532.0985	639.114	13861.452	14288.247	22684.8248	3139.6983	7099.6929	5474.7359	13757.7138	5740.7699	9283.7162	52.9495	4167.2684	11201.3369	6730.8497	8874.5618	5664.4245	2657.3686	17148.9786	10931.4068	14751.5959	15028.0135	14266.5365	2838.4114	8099.9593	5744.6378	4347.0146	14533.8264	2726.6337	10050.9793	16474.8262	5673.6886	9444.3238	9705.3755	15434.3155	5783.3512	21607.6991	6545.0713	43338.027	64179.3501	7205.9278	14928.0453	8290.3517	6911.142	5318.6908	8693.7865	8719.7701	8268.4616	40565.2507	9311.7355	7963.249	12140.4323	7003.0643	12550.3467	9664.287	18405.1908	47233.0897	11460.7734	36211.6728	12461.8401	24829.726	35818.1038	12896.6131	36842.1182	39211.0944	13304.9573	66133.6297	45461.664	59899.6129	47342.1258	13054.8265	64155.7998	31993.904	36275.6082	52934.0749	14290.4204	43015.088	14712.782	17261.3783	17065.4877	11737.0973	7360.3052	13636.6372	25067.6245	8887.4769	8833.3619	9400.0106	9041.5432
PWY-1541	0.0	6.4813	202.677	19.9894	1.733	0.0	3.901	34.9519	8.2048	0.0	54.7328	13.2217	0.0	0.0	12.0856	33.38	3.4002	42.6686	10.046	7.5289	13.8879	11.6748	9.1846	27.0309	32.7577	0.0	0.8632	34.9966	0.0	5.5011	31.5383	4.2323	5.1507	7.0152	3.6841	78.5514	3.0899	0.0	0.0	9.7489	27.3504	14.5056	6.2424	0.0	5.4569	50.9301	40.4268	4.7307	6.8212	7.4194	0.0	8.7267	4.9653	9.8571	0.0	1.5602	73.315	37.3931	69.585	0.9912	8.1411	11.8313	1.9661	7.713	45.5258	264.0464	14.8223	5.6476	8.7359	0.8451	13.0027	0.0	0.8597	3.9445	4.1517	71.399	3.8309	2.6133	30.8867	0.8681	30.2165	0.0	21.0014	40.0126	10.6163	12.1425	15.2428	43.5034	18.8602	0.0	5.0553	18.3261	10.9517	20.6842	87.9122	43.6546	24.5931	0.0	7.9395	22.6508	61.1065	53.5186	1.0108	29.2716	30.7506	24.9749	7.5712	41.9545	7.6644	12.3001	1.0699	15.7616	36.951	15.5718	1.7389
PWY-1622	18.5194	15.4629	19.532	40.4738	53.295	0.0	9.7891	94.8341	24.9857	0.0	121.7317	21.6434	0.0	0.0	20.5648	35.5896	8.7308	48.693	39.1459	13.6569	45.8355	19.6405	69.9336	26.6877	50.6811	53.6542	26.9744	77.2735	0.0	12.7007	53.5511	4.8342	8.2559	18.3991	0.0	166.0222	4.4665	9.7041	0.0	22.6177	42.017	19.1133	8.987	0.0	4.4073	17.1084	46.0555	9.0647	52.3513	14.0325	4.2417	7.4751	23.794	23.2809	19.654	12.8956	104.963	18.7502	83.0339	51.3924	16.0091	26.4639	4.6793	19.0121	9.3574	83.7333	25.9269	8.5219	61.9739	28.1847	0.0	493.1682	29.7494	49.0035	13.0971	154.1435	9.5188	26.228	50.1242	44.133	40.6899	60.3255	19.8633	42.3211	20.6612	41.3478	13.8575	107.0439	102.6434	0.0	58.6653	106.7505	4.7809	158.8055	62.1645	298.0738	134.1779	84.0223	21.5453	212.5249	48.1996	113.0379	274.5075	26.7671	57.016	41.9869	97.6977	81.6239	58.1752	18.3489	4.9054	86.3049	45.4975	16.9564	4.4239
PWY-181	54.7762	70.2277	1446.7944	95.3981	164.9066	0.0	15.991	229.5218	63.7199	0.0	612.5281	134.9376	0.0	0.0	39.8854	297.1989	15.974	225.6658	226.2713	31.7762	466.3467	1663.011	433.8553	132.8033	130.2604	314.5652	134.4795	158.1768	1050.8441	139.6061	142.6917	239.9119	15.9197	63.1995	62.7523	1106.1739	70.2642	522.2412	0.0	47.5136	240.813	134.0739	147.9682	0.0	62.9676	189.5319	235.2306	15.9842	461.9623	23.9567	46.974	47.5767	205.5654	55.3476	39.8237	31.6493	315.8149	516.3691	278.6405	130.6519	47.7808	47.7987	7.9918	31.9216	248.906	1184.0119	47.9167	23.9339	490.0398	63.3156	559.6285	1626.5289	109.4018	777.3921	177.6322	485.0301	15.966	364.2275	173.1339	184.7066	263.3802	209.3892	63.8841	198.4655	209.0618	400.3685	305.4512	213.8737	1276.5021	0.0	119.3727	1011.1438	178.3558	370.2558	2614.8163	3248.2844	531.6172	166.4537	35.9772	658.763	301.7258	246.6303	1116.9559	181.8174	127.2679	103.274	408.9787	456.4381	164.5399	31.97	7.9948	292.6434	163.6449	63.3919	7.9939
PWY-1861	2127.4413	1838.1892	4150.926	6625.0931	2900.274	23204.6472	14700.7464	14891.3519	8642.9	13324.434	5964.0918	20636.6109	5389.879	2047.3015	6169.8476	7728.6315	9355.9985	6593.945	7557.4234	1205.7129	3874.5433	8725.1046	19402.3443	5939.6185	5615.9534	1415.264	6078.9748	9829.9141	34.343	8724.4453	8316.8532	2422.4931	3076.8256	3110.4928	1955.2192	7184.2986	2911.9159	3886.8888	27.9732	2060.7833	3773.7702	5144.9735	2742.983	3500.6864	2216.9485	4790.7379	9317.2288	8469.0348	5478.9555	9018.8163	1568.412	2193.8122	4377.3293	3281.6895	7222.1793	3402.6332	4662.7065	3753.0079	2880.1623	4196.5718	3254.2371	7744.8102	6443.4096	12623.0985	3366.4201	10418.4801	17904.4765	5620.8771	7940.2898	5468.4098	1082.8544	263.8525	4680.444	4416.4335	4846.7648	13669.6578	7761.5189	4701.4779	4285.3046	2860.0634	5158.8954	4485.6411	10917.9662	14402.6903	8583.2678	17378.2297	4292.4255	6250.4952	9944.9043	2396.3233	13426.1016	6849.4991	952.6952	11350.2925	13002.1356	11863.688	18306.0402	20528.1313	24859.6778	20804.2958	12486.8035	29334.5006	9357.358	31057.3244	9383.9015	13096.851	9939.764	5412.4792	2828.4058	9346.8798	3298.0107	3716.4998	2480.1405	5941.6156	3772.3513
PWY-2941	750.4023	1085.399	7708.9753	3672.6353	1714.182	13619.1781	3800.9963	5850.0911	1744.7058	3562.518	3307.3351	2582.6717	7254.3829	1443.8	2588.5535	2802.1566	1875.186	2665.2494	3202.0417	1182.3331	1299.1188	1423.4963	4127.582	957.2322	3348.9175	881.8397	2402.3817	2163.4333	12.7267	1580.9922	2451.6881	2218.1836	2530.7736	2756.2798	800.5522	5776.0985	969.5514	1394.5028	11.8094	3036.5997	2764.3413	3416.3816	2657.1729	2252.1629	938.3436	8492.8673	3553.9199	2880.9691	1955.9285	4093.8803	841.4149	2357.8128	2132.6999	1373.9674	3858.3545	1217.9297	5483.4103	7912.6852	5462.5289	1021.8452	3012.0319	2829.7612	13200.7141	12555.88	1125.3021	9950.9429	18678.814	3941.2428	2320.2895	1368.1653	608.3106	1463.0827	839.1294	6201.3574	1089.3366	25688.2999	3800.1947	2992.971	3258.0775	2051.6888	3522.9665	1996.4402	7799.4596	46909.2093	2259.7435	4848.8885	1344.3984	2368.1722	5027.3456	2315.4501	7327.4206	14251.6343	2495.7242	7056.5393	8464.7961	7378.8495	10101.667	13715.2786	21464.5781	5096.8088	14339.4061	14652.3459	3729.4507	26818.8539	16160.1342	6357.4963	3429.5789	3532.2675	1762.8937	7791.3268	4653.0291	5269.682	1954.4635	1518.5864	1510.6158
PWY-2942	11135.8617	14717.2381	61238.3052	50558.8317	33876.7959	135603.699	109802.74	93936.5826	48934.2919	80852.9385	49923.9157	72445.2427	48852.8239	32247.9615	43438.1849	61703.5908	44301.7527	62992.5999	41718.7688	25862.6106	29801.6004	42123.362	109108.386	29779.9382	47553.5619	24598.0924	48465.2374	76782.4561	1662.5025	48535.0035	65931.1494	43060.7304	15671.0598	26875.2105	20949.7446	56823.5389	18718.4022	26067.2051	554.6573	19246.5955	52462.2637	40912.394	29566.4055	22638.9199	13795.9991	49149.6509	45938.1989	57406.5044	43234.3367	59351.9223	12962.1132	29968.8851	25149.7635	22506.4378	51672.9595	16480.5958	41191.3957	44010.0904	22092.8143	30228.3839	34463.8041	43642.2201	32524.8947	68398.7142	14582.081	112166.7685	157596.9787	38200.578	44887.6169	32568.84	18106.4963	13872.0686	32445.4583	25318.0114	24087.8393	111369.6413	41506.6112	28785.1839	51501.1658	26356.3355	39108.0038	42875.2906	98413.1055	153525.481	40156.5032	106022.3079	31775.9601	65054.9687	90622.0094	41246.9243	126094.4439	125436.2475	38897.0344	165408.8237	103201.852	141972.3878	128878.6155	77265.5701	197668.5357	125407.07	124183.9853	170599.6869	61913.7504	178750.6522	70923.4039	70077.7683	64436.4862	49993.1328	47442.7311	72596.787	64340.265	41871.9184	31789.9032	35085.8701	38007.0255
PWY-3001	11103.5715	14609.5511	60558.7249	50186.6881	33467.8278	131155.5489	108571.3001	93797.5462	48357.309	81461.7159	50123.1571	70104.8114	48144.4937	32213.0158	43075.3516	59158.3387	43224.4345	62340.9339	40749.298	26018.8031	29597.2085	39181.0283	103568.7683	28848.1159	47575.5322	24251.1349	47667.4104	74480.1426	1766.7747	44657.0843	64869.8943	41268.5084	15225.9054	26786.1696	20171.8064	56526.5967	17993.5968	25390.7122	580.5256	19334.539	52560.5171	40741.6321	29492.0688	21956.5491	13136.5325	48888.3022	45134.4605	57001.6463	43128.5245	59072.6265	12575.3237	29788.8931	24747.8229	22361.1792	50796.7662	15774.468	41008.6215	42661.0422	21233.9665	29375.831	34169.1186	42374.6443	29975.0251	65520.1027	14002.3717	110308.9459	153998.4185	37731.6517	43961.3002	31770.3487	17845.894	14167.7351	31642.7393	25009.3899	23308.3788	107122.5775	40669.1963	28230.8489	51763.1485	25543.4128	39230.1879	42410.2574	96823.8425	146532.1434	38486.2773	104126.7135	30721.8086	64939.3837	89630.2938	41923.6149	125530.1818	123627.7417	38480.085	161886.965	99600.0323	142180.269	123329.7093	74421.0662	192848.5455	116601.699	123281.7491	169825.6327	61666.9318	180456.8915	69609.7789	69410.9687	63279.0118	47951.0453	46316.3612	72559.8469	62432.8489	39602.5685	32273.1961	35019.6443	38237.7352
PWY-3661	46.4559	58.8794	1322.8657	79.9451	137.459	0.0	14.894	205.7172	59.3269	0.0	526.3107	117.8687	0.0	0.0	32.5986	255.8294	14.6491	191.9865	198.1572	26.3155	414.8932	1745.7737	372.065	112.0193	106.8081	266.6112	110.9309	134.3029	0.0	119.5583	118.8554	210.565	13.3878	54.5793	52.9544	971.3575	58.94	492.9809	0.0	39.9949	211.0186	115.9364	128.1801	0.0	53.1839	157.6203	199.3016	14.7734	407.5527	19.9659	39.4025	43.2574	178.0078	46.4356	36.2531	28.4409	279.3607	442.5351	241.0984	112.4082	42.9365	42.9358	7.4558	28.5372	234.8066	1005.2163	42.9073	19.8312	438.0648	54.2021	555.1296	0.0	94.1541	730.0622	158.7036	433.0853	14.1797	329.3	145.1067	160.7622	223.1124	175.7852	55.5427	174.1441	184.7343	347.6911	270.2963	183.2516	1176.7723	0.0	100.119	898.7717	151.5545	307.9573	2403.7791	2907.8616	446.7203	152.9332	29.5857	567.0153	270.2248	203.1855	965.4016	150.5256	104.5295	86.9197	359.0841	399.5165	140.0825	28.6619	6.7238	252.9669	137.082	55.2566	7.3302
